,title,photo_url,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,availabilityStarts,url,allows_Occasional overnight guests,allows_Pets,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,n_Kitchens,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,"landlord_Female, 26-30 years old",landlord_Professional,landlord_Lives with family,landlord_Has pets,short_term_penalty_days,allows_Postgraduates,"landlord_Female, 40+ years old",allows_Full-time employees,allows_Female only,allows_Undergraduates,n_Dining Rooms,allows_Domestic students,allows_Male only,Requirements,allows_International students,"landlord_Female, 18-25 years old",landlord_Undergraduate student,"landlord_Male, 31-40 years old","landlord_Male, 40+ years old",Enclosed balcony,landlord_Female,"landlord_Female, 31-40 years old",landlord_Male,landlord_Postgraduate student,"landlord_Male, 18-25 years old",Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_wcs,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
604,Great Double bedroom in Arroios - 1 month free,https://cdn-static-new.uniplaces.com/property-photos/5d2b81407074b06a9ab7f57f6b3660c41c75bfdf97a8e0bb1c2b26a4bc989d69/x-large.jpg,17.0,0,Double bedroom,2,7,3,426.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/94552,1,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,90.0,Weekly,28.0,Arroios,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
605,Luminous single bedroom in Roma-Areeiro,https://cdn-static-new.uniplaces.com/property-photos/6ba8a4c4fa5801bd73555bcd5580293c69581df183c6f2ae8dac8e1481a2be9b/x-large.jpg,21.0,0,Double bedroom,1,5,2,400.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/164686,0,0,0,1,1,0,0,0,2,0,0,0,Fortnightly,Some included,Moderate,0.0,Weekly,90.0,Roma-Areeiro,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,1,0,0,0.0,0
606,"Very neat double ensuite bedroom for sudents only, in a 7-bedroom flat in Anjos",https://cdn-static-new.uniplaces.com/property-photos/4b07f4e97f031cb7c8f96fb1c9ec24696936bf3690c60463145b3fec92ab9c4f/x-large.jpg,22.0,5,Double bedroom,1,7,1,450.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/25908,0,0,0,1,0,1,1,1,1,0,1,1,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Anjos,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,210.0,18.0,1,1,0,0,1,0,1,0.0,0
607,Modern double bedroom in residential Restelo,https://cdn-static-new.uniplaces.com/property-photos/690eb4fb7ed21ce2f9ff04879a4a9a996653fcd479513a66bcfa85bafbe52b74/x-large.jpg,12.0,5,Double bedroom,1,4,2,450.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/51128,0,0,0,1,1,2,1,1,4,1,0,1,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Restelo,1,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,135.0,,0,1,0,0,1,0,0,0.0,0
608,Single bedroom in a 2-bedroom apartment in Oeiras,https://cdn-static-new.uniplaces.com/property-photos/bff201679784907ccce528f0b26bd63c450ad2ca7afe38d60d43b6d8720e9ff9/x-large.jpg,11.0,0,Single bedroom,1,2,1,350.0,2022-01-16,https://www.uniplaces.com/accommodation/lisbon/299494,0,0,0,1,0,1,1,1,1,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Oeiras,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,1
609,"Sunny double bedroom with a balcony, near Instituto Superior de Economia e Gestão",https://cdn-static-new.uniplaces.com/property-photos/c15e1a938d1033871c45e7bde58416b930dd1717465693ed490a4ac24856594a/x-large.jpg,19.0,4,Double bedroom,2,4,1,470.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/34595,1,0,0,0,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,90.0,Not specified,118.0,São Bento,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,312.0,0
610,Homely double bedroom in a residence in Alcântara,https://cdn-static-new.uniplaces.com/property-photos/f51b6e21e166e7cd139c4c0192efcf93cd31b97f40ae56c2fdab3d938f689a0f/x-large.jpg,13.0,3,Double bedroom,2,0,2,420.0,2022-04-01,https://www.uniplaces.com/accommodation/lisbon/70118,1,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,Moderate,90.0,Weekly,118.0,Alcântara,1,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,110.0,13.0,0,0,1,0,1,0,0,200.0,0
611,Spacious double bedroom near Arroios metro station,https://cdn-static-new.uniplaces.com/property-photos/74a6b78142410f1caa69a993de34d83a9c2fa6e979b20de6db6adce2f4c369ab/x-large.jpg,14.0,4,Double bedroom,2,4,1,431.0,2022-04-01,https://www.uniplaces.com/accommodation/lisbon/28299,1,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,90.0,Weekly,145.0,Arroios,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,60.0,12.0,0,0,0,0,1,0,0,200.0,0
612,Bright double bedroom in Roma-Areeiro,https://cdn-static-new.uniplaces.com/property-photos/bdea70568235697eaa727a12c3dd1b179ae656e75e9cf57197c1389347fe517d/x-large.jpg,18.0,0,Double bedroom,1,5,2,400.0,2022-05-07,https://www.uniplaces.com/accommodation/lisbon/163786,0,0,0,1,1,0,1,1,2,0,0,0,Fortnightly,Some included,Moderate,0.0,Not specified,90.0,Roma-Areeiro,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,1,0,0,0.0,0
613,Double bedroom in central Campo Pequeno,https://cdn-static-new.uniplaces.com/property-photos/5c8188083e609235c8a3bf10b3a7bdb1f8c1b176be3bbe67a693a4354133b10c/x-large.jpg,21.0,0,Double bedroom,2,6,2,459.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/1751,1,0,0,1,1,1,0,0,3,0,0,1,Monthly,Included,Moderate,90.0,Weekly,27.0,Entrecampos,1,1,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,0,1,0,0,200.0,0
614,Cosy single bedroom near Lisboa Santa Apolónia train station,https://cdn-static-new.uniplaces.com/property-photos/d5ab3413f774c65ab4eef35e020ae1906f9b13906aca278f3163ae6817d7a17c/x-large.jpg,2.0,0,Single bedroom,1,3,1,350.0,2022-01-16,https://www.uniplaces.com/accommodation/lisbon/336870,1,1,1,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Xabregas,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,1,0.0,1
615,"Light double bedroom in a 4-bedroom flat, in São Bento",https://cdn-static-new.uniplaces.com/property-photos/e090c31cf48aa5ad027a43ae6882f336a331dc8f100bd46953fe9eb44dd94578/x-large.jpg,18.0,4,Double bedroom,1,4,1,414.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/34594,1,0,0,0,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,0.0,Not specified,118.0,São Bento,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
616,Double bedroom in a 9-bedroom flat near Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/6c918df9823580646544693fbc0fb99c6895f470230e5647711f6f7f02a7e2a4/x-large.jpg,14.0,3,Double bedroom,2,9,2,436.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/42860,1,0,0,0,0,1,0,0,3,0,0,1,Monthly,Included,Moderate,90.0,Weekly,145.0,Arroios,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
617,Cheerful single bedroom near Parque metro station,https://cdn-static-new.uniplaces.com/property-photos/2c64cc5a7cadb1544eb02dabfd17cfbfdb6488fe01d469c2447578954ae678c0/x-large.jpg,20.0,0,Single bedroom,1,0,2,525.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/75947,0,0,0,1,1,1,1,1,1,0,0,0,Monthly,Included,Moderate,0.0,Weekly,27.0,São Sebastião,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
618,Amazing double bedroom not far from Universidade Católica de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/08199204fe112f9e43da057745f7243a0e39d754bc1d2fcd0441d435739bdf02/x-large.jpg,10.0,0,Double bedroom,2,3,1,414.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/82958,0,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,Moderate,90.0,Weekly,90.0,Benfica,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
619,Charismatic double bedroom minutes away from LX Factory,https://cdn-static-new.uniplaces.com/property-photos/0349fa9bcdeac1918d8f384341cf6e263981e37d7683ef618e132e0525def4f4/x-large.jpg,48.0,5,Double bedroom,1,9,3,450.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/494,0,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alcântara,1,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,325.0,20.0,0,1,0,0,1,0,0,0.0,0
620,Double bedroom in a 7-bedroom apartment near Anjos metro station,https://cdn-static-new.uniplaces.com/property-photos/d5181820bc02220792278a34590d1f9d07748c3557f64bf34f558b7a76c79cad/x-large.jpg,33.0,0,Double bedroom,2,7,3,437.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/1780,1,0,0,0,0,0,0,0,1,0,0,0,Monthly,Included,Moderate,90.0,Weekly,118.0,Arroios,1,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,200.0,0
621,Double bedroom near Anjos metro station,https://cdn-static-new.uniplaces.com/property-photos/46d64ae9390d4a3798ac02a3c961111c35b152613790b803bd600d3ee3391258/x-large.jpg,16.0,0,Double bedroom,2,7,3,437.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/1586,1,0,0,0,0,1,0,0,1,0,0,0,Monthly,Included,Moderate,90.0,Weekly,145.0,Arroios,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
622,"Double bedroom, with private bathroom and balcony, in 4-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/8cff57b18d318edb4536cee0c8001d0a3869b6a822c5a3d40ce3dcb4072578d7/x-large.jpg,9.0,5,Double bedroom,1,4,2,500.0,2022-01-15,https://www.uniplaces.com/accommodation/lisbon/162776,0,0,0,1,1,1,1,1,2,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Intendente,1,1,1,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.0,0,1,1,1,0.0,1,1,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,200.0,,1,2,0,0,1,1,1,0.0,1
623,"Single bedroom, with balcony, in 7-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/a18663dcc6f5db1d5e9b88c33659472ff3c73dd94fa17b294a3649fbba66ff59/x-large.jpg,40.0,0,Single bedroom,1,7,3,410.0,2022-01-29,https://www.uniplaces.com/accommodation/lisbon/139323,0,0,0,1,1,0,0,0,1,0,0,1,Fortnightly,Included,Moderate,0.0,Monthly,90.0,Alameda,1,1,1,0,0,1,0,0,0,3,3,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,220.0,,0,0,0,1,0,0,0,0.0,1
624,Double bedroom in a 9-bedroom flat near Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/6c918df9823580646544693fbc0fb99c6895f470230e5647711f6f7f02a7e2a4/x-large.jpg,14.0,3,Double bedroom,2,9,2,436.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/42860,1,0,0,0,0,1,0,0,3,0,0,1,Monthly,Included,Moderate,90.0,Weekly,145.0,Arroios,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
625,Amazing double bedroom not far from Universidade Católica de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/08199204fe112f9e43da057745f7243a0e39d754bc1d2fcd0441d435739bdf02/x-large.jpg,10.0,0,Double bedroom,2,3,1,414.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/82958,0,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,Moderate,90.0,Weekly,90.0,Benfica,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
626,Charismatic double bedroom minutes away from LX Factory,https://cdn-static-new.uniplaces.com/property-photos/0349fa9bcdeac1918d8f384341cf6e263981e37d7683ef618e132e0525def4f4/x-large.jpg,48.0,5,Double bedroom,1,9,3,450.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/494,0,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alcântara,1,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,325.0,20.0,0,1,0,0,1,0,0,0.0,0
627,Double bedroom in a 7-bedroom apartment near Anjos metro station,https://cdn-static-new.uniplaces.com/property-photos/d5181820bc02220792278a34590d1f9d07748c3557f64bf34f558b7a76c79cad/x-large.jpg,33.0,0,Double bedroom,2,7,3,437.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/1780,1,0,0,0,0,0,0,0,1,0,0,0,Monthly,Included,Moderate,90.0,Weekly,118.0,Arroios,1,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,200.0,0
628,Double bedroom near Anjos metro station,https://cdn-static-new.uniplaces.com/property-photos/46d64ae9390d4a3798ac02a3c961111c35b152613790b803bd600d3ee3391258/x-large.jpg,16.0,0,Double bedroom,2,7,3,437.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/1586,1,0,0,0,0,1,0,0,1,0,0,0,Monthly,Included,Moderate,90.0,Weekly,145.0,Arroios,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
629,"Welcoming double bedroom in a student flat, in São Bento",https://cdn-static-new.uniplaces.com/property-photos/0a1b97e08b55e7abafaab9c40fc7e2c6b38e0f5a2fbf52a270e8ae2c88d0f7f1/x-large.jpg,8.0,0,Double bedroom,1,7,2,413.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/269108,0,0,0,1,1,0,0,0,0,0,0,0,Monthly,Included,Moderate,0.0,Not specified,27.0,São Bento,1,1,0,0,0,0,0,1,0,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,200.0,0
630,"Inviting single bedroom in a 4-bedroom flat, in São Bento",https://cdn-static-new.uniplaces.com/property-photos/f92dec1e0c394d28c69b4b5b13ae6784763b2ccaef4ca320424f534185733042/x-large.jpg,9.0,0,Single bedroom,1,4,1,414.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/58435,1,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,Moderate,0.0,Weekly,118.0,São Bento,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,200.0,0
631,Neat double bedroom in Chelas with private bathroom,https://cdn-static-new.uniplaces.com/property-photos/4448c131ab0a3569cff3496e6eb6229059d41da34c0140f1d6ad461562d6ce31/x-large.jpg,12.0,5,Double bedroom,2,5,3,450.0,2022-03-31,https://www.uniplaces.com/accommodation/lisbon/57822,0,0,0,1,0,1,0,0,1,1,0,0,Fortnightly,Included,Moderate,100.0,Weekly,27.0,Unknown,1,1,1,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,,0,1,0,0,1,0,1,0.0,0
632,Very cool single bedroom near ISEG,https://cdn-static-new.uniplaces.com/property-photos/0dc38c658dda54463de6b7784a983e642c0f2038d4df841721f2d5186d4edd59/x-large.jpg,14.0,4,Single bedroom,1,4,1,420.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/56605,1,0,0,0,1,1,0,0,2,0,0,0,Fortnightly,Included,Moderate,0.0,Not specified,118.0,São Bento,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,200.0,0
633,Pleasant single bedroom near Tapada das Necessidades,https://cdn-static-new.uniplaces.com/property-photos/2e673b624d90298a0f698b4f18d052b72dbfca6c25035556ba1716bb91798bae/x-large.jpg,19.0,5,Single bedroom,1,7,2,370.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/101,0,0,0,0,1,2,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Alcântara,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0.0,0,1,1,1,0.0,1,1,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,1,0,0.0,1
634,Nice single bedroom with kitchen close to Saldanha,https://cdn-static-new.uniplaces.com/property-photos/2d0082468efe5987b2baaac160bebd0a048aba5ae1cb2a1fc53c5fd07e59fea0/x-large.jpg,26.0,4,Single bedroom,1,0,2,540.0,2022-06-01,https://www.uniplaces.com/accommodation/lisbon/76138,0,0,0,1,1,0,1,1,1,0,0,1,Monthly,Included,Moderate,0.0,Weekly,27.0,São Sebastião,1,1,0,0,0,0,1,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0.0,1,0,1,0,1,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,0
635,Spacious Double Bedroom in Arroios,https://cdn-static-new.uniplaces.com/property-photos/d07131855422b216d5258abb418e851f675a9df48b8f7d7a4bdeefb00a1ec02a/x-large.jpg,18.0,3,Double bedroom,2,7,3,447.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/94534,1,0,0,0,0,0,0,0,4,1,0,0,Monthly,Included,Moderate,90.0,Weekly,120.0,Arroios,1,1,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,200.0,0
636,"Neat and cosy single bedroom with a pull-out bed, in the Avenida da Liberdade area",https://cdn-static-new.uniplaces.com/property-photos/4eb2a0932be976a2fe37c6ec1c550108dabf56df4ac655fde9a40e19ee277547/x-large.jpg,12.0,5,Twin bedroom,2,3,1,445.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/427431,1,0,0,1,0,2,1,1,2,1,0,0,Fortnightly,Some included,Moderate,0.0,Not specified,27.0,Avenida da Liberdade,1,1,1,0,0,0,1,0,0,2,2,0,1,1,1,1,1,1,1,1,1,0,2,1,0,0,1,1,40.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,1,2,0,0,0,0.0,1
637,Amazing double bedroom not too far from Lisbon,https://cdn-static-new.uniplaces.com/property-photos/f40949dc4f782853f8390aaf03e242952e5165f67b6708191d174d53ffa1a10f/x-large.jpg,9.0,0,Double bedroom,1,3,2,450.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/436588,0,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,Moderate,0.0,Weekly,30.0,Unknown,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0.0,0,1,1,0,0.0,1,1,1,1,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,1,0.0,1
638,Charming double bedroom near city centre,https://cdn-static-new.uniplaces.com/property-photos/351d2a7e724b287e2bfaa16f46c1b82a6a2b133d7cb96e415adc9d77195b9fc2/x-large.jpg,26.0,4,Double bedroom,1,0,2,540.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/76140,0,0,0,1,1,0,1,1,1,0,0,1,Monthly,Included,Moderate,0.0,Weekly,27.0,São Sebastião,1,1,0,0,0,0,1,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0.0,1,0,1,0,1,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,0
639,Inviting double bedroom close to Jardim da Fundação Calouste Gulbenkian,https://cdn-static-new.uniplaces.com/property-photos/bfd09ac01091ab483c249feb83b3b10ad54f99414fb600f24b567d4ac1866e92/x-large.jpg,22.0,0,Double bedroom,1,0,2,540.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/75908,0,0,0,1,1,1,1,1,1,0,0,0,Monthly,Included,Moderate,0.0,Weekly,27.0,São Sebastião,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0.0,0
640,"Pleasant single bedroom in a 10-bedroom flat, in Cais do Sodré",https://cdn-static-new.uniplaces.com/property-photos/0115b46553bfda9d5697781ac6fb8e974c6789b865829fe18f36f45c1a6e8324/x-large.jpg,19.0,5,Single bedroom,1,10,2,504.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/34040,0,0,0,0,0,1,0,0,2,1,0,0,Monthly,Included,Moderate,0.0,Weekly,118.0,Bica,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,200.0,0
641,"Neat single ensuite bedroom with a balcony, in central Martim Moniz",https://cdn-static-new.uniplaces.com/property-photos/b258e391faa3403de9459cd8d729fbb5677fc730fbb450d649290062f4a4ee4f/x-large.jpg,15.0,0,Single bedroom,1,4,2,550.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/400758,0,0,0,1,0,0,1,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Martim Moniz,1,1,0,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0.0,1
