,title,photo_url,n_thumbnails,rating,n_reviews,type,n_people,n_bedrooms,n_bathrooms,price,priceCurrency,availabilityStarts,availability,url,Occasional overnight guests,Pets,Smoking,1 Double bed,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Security deposit,Extra per tenant,Cleaning Frequency,Minimum stay,neighboorhood,n_Bathrooms,n_Kitchens,n_Living rooms,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,1 Single bed,Admin fee,Floor plan - 100 m2,"Female, 26-30 years old",Professional,Lives with family,Has pets,Bedroom area 8m 2,Short term penalty,Floor plan - 20 m2,Postgraduates,Floor plan - 110 m2,Bedroom area 10m 2,"Female, 40+ years old",Floor plan - 220 m2,Floor plan - 25 m2,Private bathroom,Bathroom,Bedroom area 1m 2,Floor plan - 105 m2,Floor plan - 5 m2,Floor plan - 4 m2,Floor plan - 13 m2,2 Single beds,Full-time employees,Floor plan - 8 m2,Floor plan - 15 m2,Bedroom area 25m 2,Female only,Bedroom area 9m 2,n_WCs,Floor plan - 10 m2,Undergraduates,Floor plan - 240 m2,Bedroom area 20m 2,Bedroom area 26m 2,Floor plan - 12 m2,Bedroom area 14m 2,n_Dining Rooms,Floor plan - 90 m2,Bedroom area 13m 2,Bedroom area 24m 2,Bedroom area 12m 2,Floor plan - 82 m2,Floor plan - 6 m2,Bedroom area 21m 2,Bedroom area 11m 2,Floor plan - 9 m2,Floor plan - 135 m2,Floor plan - 150 m2,Domestic students,Floor plan - 325 m2,Bedroom area 19m 2,The landlord didn’t provide any amenities for the Bathroom.,Floor plan - 280 m2,Floor plan - 40 m2,Bedroom area 18m 2,Floor plan - 160 m2,Floor plan - 14 m2,Floor plan - 18 m2,Floor plan - 85 m2,Male only,Requirements,n_Bathroom No photoss,Bedroom area 17m 2,Bedroom area 15m 2,Floor plan - 165 m2,Floor plan - 16 m2,International students,Floor plan - 400 m2,"Female, 18-25 years old",Undergraduate student,Floor plan - 126 m2,Floor plan - 30 m2,"Male, 31-40 years old",Floor plan - 75 m2,Floor plan - 120 m2,"Male, 40+ years old",Floor plan - 76 m2,Floor plan - 180 m2,Floor plan - 48 m2,Bedroom area 16m 2,n_Living room No photoss,Floor plan - 50 m2,Floor plan - 70 m2,Bedroom area 3m 2,Floor plan - 104 m2,Floor plan - 210 m2,Enclosed balcony,Floor plan - 98 m2,Female,Floor plan - 170 m2,Bedroom area 7m 2,Floor plan - 7 m2,Bedroom area 22m 2,Floor plan - 96 m2,Floor plan - 140 m2,Floor plan - 55 m2,Floor plan - 95 m2,Bedroom area 6m 2,Floor plan - 200 m2,Floor plan - 60 m2,Floor plan - 11 m2,n_WC No photoss,Floor plan - 130 m2,Bedroom area 32m 2,"Female, 31-40 years old",Male,Floor plan - 350 m2,Floor plan - 35 m2,2 Double beds,Floor plan - 190 m2,Postgraduate student,Floor plan - 21 m2,Bedroom area 30m 2,"Male, 18-25 years old",4 Single beds,Floor plan - 65 m2,Floor plan - 17 m2,Holding deposit,Floor plan - 300 m2,3 Single beds,Floor plan - 250 m2,Floor plan - 106 m2,Floor plan - 2 m2
575,Charming twin bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/18cefa813076312ab12d0542f98194bc5fcd9c22c7d749ce2612257e852bd13d/x-large.jpg,38,0,0,Twin bedroom,Up to 2 people,Apartment in residence,2 bathrooms,655,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227573,False,False,False,,True,1,2,False,False,2,1,0,1,Fortnightly,Included,Moderate,€905,€100/month,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,"Single bedroom, with balcony, in 4-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/80def956232b28a795eb0ae5ff69db8ee1e44ce1675ec2ff333e31b891ddf1a8/x-large.jpg,10,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""9b33a5ce-7e75-4ca8-9f6e-664b4d4d0b8c"")>",Single bedroom,1 person,5-bedroom apartment,1 Bathroom,350,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/381221,False,False,False,,True,0,2,,,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,30 nights,Olaias,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1,True,True,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,"Charismatic single ensuite bedroom, not far from ISCTE",https://cdn-static-new.uniplaces.com/property-photos/4aff2e187529a424ad8a8afeb2c5fe5a98e63bf0d043a348b291ee2ce2098dba/x-large.jpg,37,0,0,Single bedroom,Private bathroom,1 person,Apartment in residence,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227814,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€900,,None,27 nights,Entrecampos,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,"Twin bedroom in a student flat, in Entrecampos",https://cdn-static-new.uniplaces.com/property-photos/cb6fc102510e7b76ec5a5a188671faecfe1a2713db4cbf9a9ac2f5357f8e0fef/x-large.jpg,35,0,0,Twin bedroom,Up to 2 people,Apartment in residence,2 bathrooms,655,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227585,False,False,False,,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€905,€100/month,None,88 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Charming twin bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/18cefa813076312ab12d0542f98194bc5fcd9c22c7d749ce2612257e852bd13d/x-large.jpg,38,0,0,Twin bedroom,Up to 2 people,Apartment in residence,2 bathrooms,655,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227573,False,False,False,,True,1,2,False,False,2,1,0,1,Fortnightly,Included,Moderate,€905,€100/month,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,False,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Excellent double ensuite bedroom in Entrecampos,https://cdn-static-new.uniplaces.com/property-photos/c984fe40405c683fcb0e6bf34c286f3de48525117445eca63616dd55e78d7127/x-large.jpg,39,0,0,Double bedroom,Private bathroom,Up to 2 people,Apartment in residence,685,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/227583,False,False,False,True,True,1,2,False,False,1,1,0,1,Fortnightly,Included,Moderate,€935,€200/month,None,27 nights,Entrecampos,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Splendid double bedroom with private bathroom next to Saldanha metro station,https://cdn-static-new.uniplaces.com/property-photos/566b4af9711f0cb7df6c73c9c3ae1b1f4f0d329c6437ccc43d75010670f05ece/x-large.jpg,16,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""8e79ea37-fdfe-415f-9d05-9503eefe659b"")>",Double bedroom,Private bathroom,1 person,5-bedroom apartment,498,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/89666,False,False,True,True,True,0,1,True,True,1,1,0,0,Fortnightly,Included,Strict,Equal to first rent,,None,27 nights,Saldanha,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,True,True,0.0,1.0,,,,,,,,,,,,,,,,,True,True,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
582,Relaxing bedroom in Alcântara,https://cdn-static-new.uniplaces.com/property-photos/2a82f34cd33fcb4d988bfa2ca223edd314e813c062fd10a27afda81dffbe9a5c/x-large.jpg,48,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""65149829-22ca-4420-872e-c0bce1a574ba"")>",Double bedroom,1 person,9-bedroom apartment,3 bathrooms,430,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/495,False,False,False,True,False,0,2,True,True,5,1,0,2,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Alcântara,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Neat double bedroom close to LX Factory,https://cdn-static-new.uniplaces.com/property-photos/35cc92ae9efeb5d68b1174220ab36be7ecb47a6bab95f1990a250bfa703f2562/x-large.jpg,45,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""58a4d5e4-e8e6-40ad-a750-b155b4894394"")>",Double bedroom,1 person,9-bedroom apartment,3 bathrooms,430,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/496,False,False,False,True,False,0,2,True,True,5,1,0,2,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Alcântara,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,"Cosy single bedroom with a balcony, in Cais do Sodré",https://cdn-static-new.uniplaces.com/property-photos/854750837d2bb24115e90e5b9a7ca80be56d7eac44315a9c3725a0f562286b47/x-large.jpg,19,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""70de7040-0baf-41c5-86ef-1d2b6b6f9bec"")>",Single bedroom,1 person,10-bedroom apartment,2 bathrooms,476,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/34047,False,False,False,,True,0,1,,,2,1,0,0,Monthly,Included,Moderate,€676,,Weekly,118 nights,Bica,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1,False,,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,"Bright Double Bedroom, With Balcony, Close to Alameda",https://cdn-static-new.uniplaces.com/property-photos/fb3233dfaf1423303f24e16a17dcc2d37e52bbf9f727e7de358fb0d93fe0cd8a/x-large.jpg,18,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""b6ca792f-e870-4897-975e-1ba13cf2e08b"")>",Double bedroom,1 person,7-bedroom apartment,2 bathrooms,400,EUR,Tue Mar 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/79610,True,False,False,True,True,True,1,True,True,0,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Penha de França,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Great double bedroom close to Alto dos Moinhos metro station,https://cdn-static-new.uniplaces.com/property-photos/235bc8b330e2291b53fedbccd44f8cc219c2cbb08ea1105b9d06bb18efa938d7/x-large.jpg,10,0,0,Double bedroom,1 person,3-bedroom apartment,1 Bathroom,397,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/83004,False,False,False,True,,,,,,2,,,True,Monthly,Included,Moderate,€597,,Weekly,27 nights,Benfica,1.0,1.0,,,,,,,,,,1,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,90 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Amazing double bedroom close to Escola Superior de Educação de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/b39f749236ad22d2480f1d78f95a7f9c94bbe7664b0f5c7e97ca7be109952206/x-large.jpg,10,0,0,Double bedroom,1 person,3-bedroom apartment,1 Bathroom,397,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/83005,False,False,False,True,,,,,,2,,,True,Monthly,Included,Moderate,€597,,Weekly,27 nights,Benfica,1.0,1.0,,,,,,,,,,1,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,90 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,"Double bedroom in Benfica, close to Alto dos Moinhos metro",https://cdn-static-new.uniplaces.com/property-photos/dfef893687b792e03829afa1b195732dffa3dd2166e1217fd16feb6078b9b2fb/x-large.jpg,9,0,0,Double bedroom,Up to 2 people,3-bedroom apartment,1 Bathroom,397,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/82408,False,False,False,True,True,,,,,2,,,False,Monthly,Included,Moderate,€597,€90/month,Weekly,27 nights,Benfica,1.0,1.0,,1.0,,,,1.0,,,,1,1,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Neat double bedroom in characteristic Aeeiro,https://cdn-static-new.uniplaces.com/property-photos/745e71ff3feafd1e4ef82c3e362ad9209c95a8d4d5c5398b7f72b191dc5039cf/x-large.jpg,14,0,0,Double bedroom,Up to 2 people,7-bedroom apartment,2 bathrooms,454,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/69991,True,False,False,True,False,0,1,,,4,1,0,0,Monthly,Included,Moderate,€654,€100/month,Weekly,145 nights,Alameda,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,2,2,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,False,0.0,1.0,,,1.0,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Homely single bedroom in Almada,https://cdn-static-new.uniplaces.com/property-photos/31f64073f17d5cd81ff29a4b900f38ed39b756419bfd56b515af915b6400e741/x-large.jpg,14,0,0,Single bedroom,Up to 2 people,3-bedroom apartment,1 Bathroom,385,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/154147,True,False,False,,True,True,1,True,True,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,€100/month,Monthly,300 nights,Almada,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,False,False,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Lovely single bedroom near the Campo Pequeno metro station,https://cdn-static-new.uniplaces.com/property-photos/a77d6101a8a2d60832e0eacf56c7d57a5612623a38d7390961353dcc337f9b1f/x-large.jpg,17,3,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""6392a54c-fb82-4220-965b-3f01166d7bee"")>",Single bedroom,1 person,6-bedroom apartment,3 bathrooms,390,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/36856,True,False,False,,True,True,1,True,True,3,False,False,1,Fortnightly,Included,Non-refundable,€700,,Not specified,140 nights,Entrecampos,3.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,,3,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,True,€40/one-time fee,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
592,Fantastic double bedroom near Intendente metro station,https://cdn-static-new.uniplaces.com/property-photos/9588651f2cf10f2128786a5a52fef7209e63fac52a54b10312e140ee738973eb/x-large.jpg,31,0,0,Double bedroom,Up to 2 people,8-bedroom apartment,2 bathrooms,426,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/408050,False,False,False,True,True,True,1,,,3,,,1,Monthly,Included,Moderate,€626,€90/month,Weekly,140 nights,Anjos,2.0,1.0,1.0,1.0,,,,,,,,2,2,2,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Single bedroom in 4-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/af9fa27c677b3662a673ca3396fd75b8786b1242d7d91ca94e548f1af0d405fb/x-large.jpg,13,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""0affe32e-87e2-479e-87b1-3ffed0bd1f19"")>",Single bedroom,1 person,5-bedroom apartment,1 Bathroom,300,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/387680,False,False,False,,True,0,2,,False,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,30 nights,Olaias,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1,True,True,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Pleasant double bedroom in Nossa Senhora de Fátima,https://cdn-static-new.uniplaces.com/property-photos/566e1758e40f134d96afd19a9e5bb7c53852431fc8ec20d4bba8d5ec1facfedb/x-large.jpg,20,3,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""0e6dfa47-d9c4-4f34-a008-de63c31a5915"")>",Double bedroom,1 person,7-bedroom apartment,2 bathrooms,340,EUR,Sat Jan 15 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/8110,True,False,False,True,True,True,1,False,False,2,False,False,1,Fortnightly,Some included,Moderate,Equal to first rent,,Weekly,27 nights,São Sebastião,2.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,True,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
595,Delightful double bedroom by Alameda,https://cdn-static-new.uniplaces.com/property-photos/b4b0b47ee3aacd700888c4035e6a9501b2b3b4fb5d2433947cfa4994f97c01b0/x-large.jpg,29,0,0,Double bedroom,1 person,10-bedroom apartment,3 bathrooms,400,EUR,Sat Jul 09 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/240513,True,False,False,True,True,0,1,True,True,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Penha de França,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,True,True,1.0,1.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,"Fantastic Double Bedroom, With Balcony, Close to Alameda",https://cdn-static-new.uniplaces.com/property-photos/8671d3ce3b0bcc37a237110f6ebc523e7c1584ea5ddf3b9923a039653964e155/x-large.jpg,19,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""0f52de1e-3989-44a1-b118-af1c3ef4932c"")>",Double bedroom,1 person,7-bedroom apartment,2 bathrooms,400,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/79608,True,False,False,True,True,True,1,True,True,0,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Penha de França,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Bright double bedroom by Alameda,https://cdn-static-new.uniplaces.com/property-photos/7916167f5c2169ebd89320e87756477e22e402df36584efeafc1f995d4929ea0/x-large.jpg,28,0,0,Double bedroom,1 person,10-bedroom apartment,3 bathrooms,400,EUR,Thu Jun 30 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/240510,True,False,False,True,True,0,1,True,True,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Penha de França,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,True,True,1.0,1.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
