,title,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,url,allows_Occasional overnight guests,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,Enclosed balcony,Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
558,Peaceful single bedroom in Parede,13.0,5,Single bedroom,1,2,1,350.0,https://www.uniplaces.com/accommodation/lisbon/11704,0,0,1,0,2,1,1,3,1,0,1,Monthly,Included,0.0,Weekly,27.0,Unknown,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.0,0,60.0,10.0,0,1,1,0,1,1,0.0,1
559,Alluring single bedroom near Jardim da Estrada dos Arneiros,31.0,0,Single bedroom,1,7,1,275.0,https://www.uniplaces.com/accommodation/lisbon/407920,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,0.0,Not specified,28.0,Benfica,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,45.0,0,,,0,0,1,0,0,0,0.0,0
560,Delightful single bedroom in Entrecampos,36.0,0,Single bedroom,1,0,2,595.0,https://www.uniplaces.com/accommodation/lisbon/227569,0,0,1,1,2,0,0,2,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,1,0,0,0,250.0,1
561,Splendid double bedroom with private bathroom next to Saldanha metro station,16.0,5,Double bedroom,1,5,0,498.0,https://www.uniplaces.com/accommodation/lisbon/89666,0,1,1,0,1,1,1,1,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Saldanha,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0,120.0,14.0,1,1,0,1,0,0,0.0,0
562,Wonderful single bedroom in Entrecampos,36.0,0,Single bedroom,1,0,2,615.0,https://www.uniplaces.com/accommodation/lisbon/227602,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,1,0,0,0,250.0,1
563,Neat twin bedroom in Sete Rios,14.0,0,Twin bedroom,2,4,2,600.0,https://www.uniplaces.com/accommodation/lisbon/243383,0,0,1,0,1,1,1,1,0,0,1,Fortnightly,Included,100.0,Weekly,27.0,Sete Rios,1,1,1,0,0,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0.0,0,,,0,0,2,0,1,0,0.0,1
564,Relaxing bedroom in Alcântara,48.0,5,Double bedroom,1,9,3,430.0,https://www.uniplaces.com/accommodation/lisbon/495,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,325.0,16.0,0,1,0,1,0,0,0.0,0
565,Appealing single bedroom in Entrecampos,39.0,0,Single bedroom,1,0,2,625.0,https://www.uniplaces.com/accommodation/lisbon/227607,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,1,0,0,0,250.0,1
566,Neat double bedroom close to LX Factory,45.0,5,Double bedroom,1,9,3,430.0,https://www.uniplaces.com/accommodation/lisbon/496,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,325.0,18.0,0,1,0,1,0,0,0.0,0
567,"Light single bedroom with a balcony, in Entrecampos",36.0,0,Single bedroom,1,0,2,625.0,https://www.uniplaces.com/accommodation/lisbon/227586,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,1,0,0,0,250.0,1
568,Single rom with balcony in a student residence,33.0,0,Single bedroom,1,0,1,625.0,https://www.uniplaces.com/accommodation/lisbon/227547,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,50.0,0,,,0,1,1,0,0,0,250.0,1
569,Great twin bedroom near the Campo Pequeno metro station,33.0,0,Twin bedroom,2,0,1,630.0,https://www.uniplaces.com/accommodation/lisbon/227838,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,100.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,2,0,0,0,250.0,1
570,Graceful twin bedroom in Entrecampos,32.0,0,Twin bedroom,2,0,2,630.0,https://www.uniplaces.com/accommodation/lisbon/227582,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,100.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,2,0,0,0,250.0,1
571,"Cosy single bedroom with a balcony, in Cais do Sodré",19.0,5,Single bedroom,1,10,2,476.0,https://www.uniplaces.com/accommodation/lisbon/34047,0,0,1,0,1,0,0,2,1,0,0,Monthly,Included,0.0,Weekly,118.0,Bica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0,,,0,1,1,0,0,0,200.0,0
572,"Bright Double Bedroom, With Balcony, Close to Alameda",18.0,5,Double bedroom,1,7,2,400.0,https://www.uniplaces.com/accommodation/lisbon/79610,1,0,1,1,1,1,1,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Penha de França,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,98.0,10.0,0,0,0,1,0,0,0.0,0
573,"Charismatic single ensuite bedroom, not far from ISCTE",37.0,0,Single bedroom,1,0,1,650.0,https://www.uniplaces.com/accommodation/lisbon/227814,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,1,1,1,0,0,0,250.0,1
574,"Twin bedroom in a student flat, in Entrecampos",35.0,0,Twin bedroom,2,0,2,655.0,https://www.uniplaces.com/accommodation/lisbon/227585,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,100.0,Not specified,88.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,2,0,0,0,250.0,1
575,Charming twin bedroom in Entrecampos,38.0,0,Twin bedroom,2,0,2,655.0,https://www.uniplaces.com/accommodation/lisbon/227573,0,0,1,1,2,0,0,2,1,0,1,Fortnightly,Included,100.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,2,0,0,0,250.0,1
576,"Single bedroom, with balcony, in 4-bedroom apartment",10.0,4,Single bedroom,1,5,1,350.0,https://www.uniplaces.com/accommodation/lisbon/381221,0,0,1,0,2,0,0,3,1,0,0,Fortnightly,Included,0.0,Not specified,30.0,Olaias,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,0.0,0,,,0,1,1,0,0,0,0.0,1
577,"Charismatic single ensuite bedroom, not far from ISCTE",37.0,0,Single bedroom,1,0,1,650.0,https://www.uniplaces.com/accommodation/lisbon/227814,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,1,1,1,0,0,0,250.0,1
578,"Twin bedroom in a student flat, in Entrecampos",35.0,0,Twin bedroom,2,0,2,655.0,https://www.uniplaces.com/accommodation/lisbon/227585,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,100.0,Not specified,88.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,2,0,0,0,250.0,1
579,Charming twin bedroom in Entrecampos,38.0,0,Twin bedroom,2,0,2,655.0,https://www.uniplaces.com/accommodation/lisbon/227573,0,0,1,1,2,0,0,2,1,0,1,Fortnightly,Included,100.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,0,1,2,0,0,0,250.0,1
580,Excellent double ensuite bedroom in Entrecampos,39.0,0,Double bedroom,2,0,2,685.0,https://www.uniplaces.com/accommodation/lisbon/227583,0,0,1,1,2,0,0,1,1,0,1,Fortnightly,Included,200.0,Not specified,27.0,Entrecampos,1,0,0,1,1,0,1,0,2,2,2,0,1,1,1,1,1,0,0,0,1,2,0,0,1,0,0,50.0,0,,,1,1,0,1,0,0,250.0,1
581,Splendid double bedroom with private bathroom next to Saldanha metro station,16.0,5,Double bedroom,1,5,0,498.0,https://www.uniplaces.com/accommodation/lisbon/89666,0,1,1,0,1,1,1,1,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Saldanha,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0,120.0,14.0,1,1,0,1,0,0,0.0,0
582,Relaxing bedroom in Alcântara,48.0,5,Double bedroom,1,9,3,430.0,https://www.uniplaces.com/accommodation/lisbon/495,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,325.0,16.0,0,1,0,1,0,0,0.0,0
583,Neat double bedroom close to LX Factory,45.0,5,Double bedroom,1,9,3,430.0,https://www.uniplaces.com/accommodation/lisbon/496,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,325.0,18.0,0,1,0,1,0,0,0.0,0
584,"Cosy single bedroom with a balcony, in Cais do Sodré",19.0,5,Single bedroom,1,10,2,476.0,https://www.uniplaces.com/accommodation/lisbon/34047,0,0,1,0,1,0,0,2,1,0,0,Monthly,Included,0.0,Weekly,118.0,Bica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0,,,0,1,1,0,0,0,200.0,0
585,"Bright Double Bedroom, With Balcony, Close to Alameda",18.0,5,Double bedroom,1,7,2,400.0,https://www.uniplaces.com/accommodation/lisbon/79610,1,0,1,1,1,1,1,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Penha de França,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,98.0,10.0,0,0,0,1,0,0,0.0,0
586,Great double bedroom close to Alto dos Moinhos metro station,10.0,0,Double bedroom,1,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/83004,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,0.0,Weekly,27.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
587,Amazing double bedroom close to Escola Superior de Educação de Lisboa,10.0,0,Double bedroom,1,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/83005,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,0.0,Weekly,27.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
588,"Double bedroom in Benfica, close to Alto dos Moinhos metro",9.0,0,Double bedroom,2,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82408,0,0,1,0,0,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,27.0,Benfica,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
589,Neat double bedroom in characteristic Aeeiro,14.0,0,Double bedroom,2,7,2,454.0,https://www.uniplaces.com/accommodation/lisbon/69991,1,0,0,0,1,0,0,4,1,0,0,Monthly,Included,100.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,100.0,13.0,0,1,0,1,0,0,200.0,0
590,Homely single bedroom in Almada,14.0,0,Single bedroom,2,3,1,385.0,https://www.uniplaces.com/accommodation/lisbon/154147,1,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,100.0,Monthly,300.0,Almada,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0.0,0,90.0,,0,0,1,0,0,0,0.0,1
591,Lovely single bedroom near the Campo Pequeno metro station,17.0,3,Single bedroom,1,6,3,390.0,https://www.uniplaces.com/accommodation/lisbon/36856,1,0,1,1,1,1,1,3,0,0,1,Fortnightly,Included,0.0,Not specified,140.0,Entrecampos,1,0,0,0,0,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,40.0,0,130.0,10.0,0,0,1,0,0,0,310.0,1
592,Fantastic double bedroom near Intendente metro station,31.0,0,Double bedroom,2,8,2,426.0,https://www.uniplaces.com/accommodation/lisbon/408050,0,0,1,1,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,140.0,Anjos,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
593,Single bedroom in 4-bedroom apartment,13.0,4,Single bedroom,1,5,1,300.0,https://www.uniplaces.com/accommodation/lisbon/387680,0,0,1,0,2,0,0,3,1,0,0,Fortnightly,Included,0.0,Not specified,30.0,Olaias,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,0.0,0,,,0,1,1,0,0,0,0.0,1
594,Pleasant double bedroom in Nossa Senhora de Fátima,20.0,3,Double bedroom,1,7,2,340.0,https://www.uniplaces.com/accommodation/lisbon/8110,1,0,1,1,1,0,0,2,0,0,1,Fortnightly,Some included,0.0,Weekly,27.0,São Sebastião,1,1,0,0,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,200.0,,0,0,0,1,0,1,0.0,1
595,Delightful double bedroom by Alameda,29.0,0,Double bedroom,1,10,3,400.0,https://www.uniplaces.com/accommodation/lisbon/240513,1,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Penha de França,1,0,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,50.0,0,,,0,1,0,1,0,0,0.0,0
596,"Fantastic Double Bedroom, With Balcony, Close to Alameda",19.0,5,Double bedroom,1,7,2,400.0,https://www.uniplaces.com/accommodation/lisbon/79608,1,0,1,1,1,1,1,0,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Penha de França,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,98.0,9.0,0,0,0,1,0,0,0.0,0
597,Bright double bedroom by Alameda,28.0,0,Double bedroom,1,10,3,400.0,https://www.uniplaces.com/accommodation/lisbon/240510,1,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Penha de França,1,0,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,50.0,0,,,0,1,0,1,0,0,0.0,0
598,Fantastic Double Bedroom by Alameda,28.0,0,Double bedroom,1,10,3,400.0,https://www.uniplaces.com/accommodation/lisbon/240511,1,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Penha de França,1,0,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,50.0,0,,,0,1,0,1,0,0,0.0,0
599,Snug double bedroom near Alameda metro station,13.0,0,Double bedroom,2,7,2,459.0,https://www.uniplaces.com/accommodation/lisbon/309858,1,0,1,1,1,0,0,2,0,0,1,Monthly,Included,90.0,Weekly,27.0,Alameda,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
600,Cool double bedroom near Intendente metro station - independent of the house,28.0,0,Double bedroom,2,8,2,431.0,https://www.uniplaces.com/accommodation/lisbon/408043,0,0,1,1,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,140.0,Anjos,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
601,Modern double bedroom in a 3-bedroom apartment near Cais do Sodré metro station,28.0,0,Double bedroom,1,3,1,483.0,https://www.uniplaces.com/accommodation/lisbon/408055,0,0,0,1,1,0,0,2,0,0,1,Monthly,Included,0.0,Not specified,140.0,Bica,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
602,Pleasant double bedroom close to Instituto Superior Técnico,14.0,0,Double bedroom,2,7,2,466.0,https://www.uniplaces.com/accommodation/lisbon/69992,1,0,0,0,1,0,0,4,1,0,0,Monthly,Included,100.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,100.0,13.0,0,1,0,1,0,0,200.0,0
603,Lovely double bedroom close to Escola Superior de Educação de Lisboa,10.0,0,Double bedroom,2,3,1,408.0,https://www.uniplaces.com/accommodation/lisbon/82926,0,0,1,1,1,0,0,2,0,0,1,Monthly,Included,90.0,Weekly,118.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
604,Great Double bedroom in Arroios - 1 month free,17.0,0,Double bedroom,2,7,3,426.0,https://www.uniplaces.com/accommodation/lisbon/94552,1,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,28.0,Arroios,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
605,Luminous single bedroom in Roma-Areeiro,21.0,0,Double bedroom,1,5,2,400.0,https://www.uniplaces.com/accommodation/lisbon/164686,0,0,1,1,0,0,0,2,0,0,0,Fortnightly,Some included,0.0,Weekly,90.0,Roma-Areeiro,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0,,,0,0,0,1,0,0,0.0,0
606,"Very neat double ensuite bedroom for sudents only, in a 7-bedroom flat in Anjos",22.0,5,Double bedroom,1,7,1,450.0,https://www.uniplaces.com/accommodation/lisbon/25908,0,0,1,0,1,1,1,1,0,1,1,Fortnightly,Included,0.0,Weekly,27.0,Anjos,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,210.0,18.0,1,1,0,1,0,1,0.0,0
607,Modern double bedroom in residential Restelo,12.0,5,Double bedroom,1,4,2,450.0,https://www.uniplaces.com/accommodation/lisbon/51128,0,0,1,1,2,1,1,4,1,0,1,Fortnightly,Included,0.0,Weekly,27.0,Restelo,1,0,0,0,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0.0,0,135.0,,0,1,0,1,0,0,0.0,0
608,Single bedroom in a 2-bedroom apartment in Oeiras,11.0,0,Single bedroom,1,2,1,350.0,https://www.uniplaces.com/accommodation/lisbon/299494,0,0,1,0,1,1,1,1,1,0,0,Fortnightly,Included,0.0,Not specified,90.0,Oeiras,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.0,0,,,0,1,1,0,0,0,0.0,1
609,"Sunny double bedroom with a balcony, near Instituto Superior de Economia e Gestão",19.0,4,Double bedroom,2,4,1,470.0,https://www.uniplaces.com/accommodation/lisbon/34595,1,0,0,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Not specified,118.0,São Bento,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,312.0,0
610,Homely double bedroom in a residence in Alcântara,13.0,3,Double bedroom,2,0,2,420.0,https://www.uniplaces.com/accommodation/lisbon/70118,1,0,1,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Alcântara,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,110.0,13.0,0,0,0,1,0,0,200.0,0
611,Spacious double bedroom near Arroios metro station,14.0,4,Double bedroom,2,4,1,431.0,https://www.uniplaces.com/accommodation/lisbon/28299,1,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,145.0,Arroios,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,0,60.0,12.0,0,0,0,1,0,0,200.0,0
612,Bright double bedroom in Roma-Areeiro,18.0,0,Double bedroom,1,5,2,400.0,https://www.uniplaces.com/accommodation/lisbon/163786,0,0,1,1,0,1,1,2,0,0,0,Fortnightly,Some included,0.0,Not specified,90.0,Roma-Areeiro,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0,,,0,0,0,1,0,0,0.0,0
613,Double bedroom in central Campo Pequeno,21.0,0,Double bedroom,2,6,2,459.0,https://www.uniplaces.com/accommodation/lisbon/1751,1,0,1,1,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,27.0,Entrecampos,1,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.0,0,,,0,1,0,1,0,0,200.0,0
614,Cosy single bedroom near Lisboa Santa Apolónia train station,2.0,0,Single bedroom,1,3,1,350.0,https://www.uniplaces.com/accommodation/lisbon/336870,1,1,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Not specified,90.0,Xabregas,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,1,0.0,1
615,"Light double bedroom in a 4-bedroom flat, in São Bento",18.0,4,Double bedroom,1,4,1,414.0,https://www.uniplaces.com/accommodation/lisbon/34594,1,0,0,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Not specified,118.0,São Bento,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
616,Double bedroom in a 9-bedroom flat near Instituto Superior Técnico,14.0,3,Double bedroom,2,9,2,436.0,https://www.uniplaces.com/accommodation/lisbon/42860,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,90.0,Weekly,145.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,0,1,0,0,200.0,0
617,Cheerful single bedroom near Parque metro station,20.0,0,Single bedroom,1,0,2,525.0,https://www.uniplaces.com/accommodation/lisbon/75947,0,0,1,1,1,1,1,1,0,0,0,Monthly,Included,0.0,Weekly,27.0,São Sebastião,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,,,0,0,1,0,0,0,0.0,0
618,Amazing double bedroom not far from Universidade Católica de Lisboa,10.0,0,Double bedroom,2,3,1,414.0,https://www.uniplaces.com/accommodation/lisbon/82958,0,0,0,0,0,0,0,2,0,0,1,Monthly,Included,90.0,Weekly,90.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
619,Charismatic double bedroom minutes away from LX Factory,48.0,5,Double bedroom,1,9,3,450.0,https://www.uniplaces.com/accommodation/lisbon/494,0,0,0,0,2,1,1,5,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Alcântara,1,1,0,0,0,1,0,0,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,1,325.0,20.0,0,1,0,1,0,0,0.0,0
620,Double bedroom in a 7-bedroom apartment near Anjos metro station,33.0,0,Double bedroom,2,7,3,437.0,https://www.uniplaces.com/accommodation/lisbon/1780,1,0,0,0,0,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,Arroios,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
621,Double bedroom near Anjos metro station,16.0,0,Double bedroom,2,7,3,437.0,https://www.uniplaces.com/accommodation/lisbon/1586,1,0,0,0,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,145.0,Arroios,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
622,"Double bedroom, with private bathroom and balcony, in 4-bedroom apartment",9.0,5,Double bedroom,1,4,2,500.0,https://www.uniplaces.com/accommodation/lisbon/162776,0,0,1,1,1,1,1,2,1,0,2,Fortnightly,Included,0.0,Weekly,27.0,Intendente,1,1,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.0,0,200.0,,1,2,0,1,1,1,0.0,1
623,"Single bedroom, with balcony, in 7-bedroom apartment",40.0,0,Single bedroom,1,7,3,410.0,https://www.uniplaces.com/accommodation/lisbon/139323,0,0,1,1,0,0,0,1,0,0,1,Fortnightly,Included,0.0,Monthly,90.0,Alameda,1,1,0,0,1,0,0,0,3,3,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0.0,0,220.0,,0,0,1,0,0,0,0.0,1
